scene_name;scene_id;scene_ver;cntrl_tag;inner_x;inner_y;level_name;class_name;(Inverted) Integrated Intensity Layer 1;Rel. Border Length;Sphericity;Mean Layer 1;Mean Layer 2;Mean Layer 3;Min. pixel value Layer 1;Max. pixel value Layer 1;Range Layer 1;Standard deviation Layer 1;Standard deviation Layer 2;Standard deviation Layer 3;HSI Transformation Hue(R='Layer 1' G='Layer 2' B='Layer 3');HSI Transformation Saturation(R=Layer 1 G=Layer 2 B=Layer 3);Area (Pxl);Border length (Pxl);Length/Width;Border index;Elliptic Fit;Roundness;Shape index;GLCM Homogeneity (quick 8/11) Layer 1 (0°);GLCM Homogeneity (quick 8/11) Layer 2 (0°);GLCM Homogeneity (quick 8/11) Layer 3 (0°);GLCM Homogeneity (quick 8/11) Layer 1 (45°);GLCM Homogeneity (quick 8/11) Layer 2 (45°);GLCM Homogeneity (quick 8/11) Layer 3 (45°);GLCM Homogeneity (quick 8/11) Layer 1 (90°);GLCM Homogeneity (quick 8/11) Layer 2 (90°);GLCM Homogeneity (quick 8/11) Layer 3 (90°);GLCM Homogeneity (quick 8/11) Layer 1 (135°);GLCM Homogeneity (quick 8/11) Layer 2 (135°);GLCM Homogeneity (quick 8/11) Layer 3 (135°);X Center (Pxl);Y Center (Pxl)
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1632;1428;Cell Level (250x250ROI);Nucleus DAB+;274384;0.10038610039;0.71968893748;149.06023166;119.31351351;94.82007722;125;200;75;13.407953092;15.969002636;24.249142452;0.075262311186;0.36388078722;2590;260;1.38;1.25;0.91196911197;0.18242926237;1.2772134243;0.29274380207;0.29362246394;0.22319458425;0.20712028444;0.20595000684;0.14782813191;0.2520070374;0.24656508863;0.17258696258;0.20900692046;0.20481899381;0.14533139765;1632.492278;457.83938224
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;952;1412;Cell Level (250x250ROI);Nucleus DAB+;270022;0.10012594458;0.54964969237;169.98047859;138.76448363;119.75661209;143;212;69;13.293868846;19.142905455;22.504021899;0.063077154554;0.295468438;3176;318;1.3421804837;1.3826086957;0.82934508816;0.39325563268;1.410674714;0.29422080517;0.26776817441;0.21498155594;0.20128433406;0.16684029996;0.12550212443;0.24756544828;0.20332679152;0.17463262379;0.21159669757;0.17496567965;0.14530910552;954.26511335;467.29785894
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1512;1514;Cell Level (250x250ROI);Nucleus DAB+;54203;0.1850117096;0.64661375554;191.53044496;179.99648712;172.05854801;166;214;48;9.9106493258;18.217428329;29.099382978;0.067943552428;0.10166476123;854;158;1.2532652561;1.3166666667;0.82669789227;0.32351769556;1.3516621739;0.29520440102;0.29168334603;0.20287388563;0.24096545577;0.27449837327;0.1688311398;0.29471719265;0.33828803897;0.23035369813;0.23150633276;0.23507216573;0.14158172905;1524.5269321;388.18618267
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1086;1508;Cell Level (250x250ROI);Nucleus DAB+;219489;0.12294372294;0.4484819422;159.98311688;130.47142857;104.12467532;112;214;102;20.479197994;26.649217351;34.085569007;0.078611672983;0.34915210209;2310;284;1.2142857143;1.4639175258;0.73593073593;0.6375563074;1.477244422;0.27797040343;0.27932906151;0.21750420332;0.21016468108;0.22817778587;0.16242283583;0.25663807988;0.25125950575;0.18889662623;0.19680896401;0.18875466287;0.15049210191;1087.365368;383.26060606
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1059;1541;Cell Level (250x250ROI);Nucleus DAB+;73504;0.18060200669;0.54628896643;173.05574136;152.01895206;131.74916388;143;210;67;14.843111639;17.933876994;23.696533713;0.081785958473;0.23868943703;897;162;1.3682872773;1.3064516129;0.82831661093;0.48260499901;1.3522556407;0.17543159425;0.20006757975;0.14768175781;0.19618079066;0.21830867231;0.15194287896;0.25402498245;0.23983563483;0.189386338;0.12953959405;0.13115717471;0.10358546674;1059.312709;360.4877369
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1582;1538;Cell Level (250x250ROI);Nucleus DAB+;331832;0.095592799503;0.57254722691;152.01055245;126.94009932;110.25418994;104;210;106;22.012324021;27.88866443;35.792997602;0.066600267085;0.27469384088;3222;308;1.2141407067;1.3391304348;0.8504034761;0.44712220565;1.3565254846;0.25953778625;0.26081550121;0.2093706876;0.17280226946;0.15789654851;0.11717791855;0.23352633417;0.21573728323;0.15397650003;0.19196908176;0.20542170107;0.14887675643;1584.0133457;342.77126009
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;702;1669;Cell Level (250x250ROI);Nucleus DAB+;346081;0.093623890234;0.57832253314;161.89238633;136.78557977;116.09496906;96;208;112;22.569838729;38.860359636;53.238994136;0.075297589326;0.28288802401;3717;348;1.3015873016;1.4032258065;0.86871132634;0.31514051072;1.4269967108;0.27220034599;0.31077975035;0.21429336071;0.20341609418;0.2078499496;0.13983014226;0.25891014934;0.2528501749;0.17491088808;0.21101108193;0.23447901011;0.14577874541;686.08272801;220.31006188
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1521;1644;Cell Level (250x250ROI);Nucleus DAB+;180558;0.12151616499;0.66193241682;154.35451505;134.51282051;124.50668896;122;199;77;16.064018533;18.144167567;25.044268718;0.055873033659;0.19337190154;1794;218;1.4285714286;1.2528735632;0.85061315496;0.31461143517;1.2867236487;0.26218727231;0.25109732151;0.1786673665;0.21630588174;0.23122806847;0.16784267128;0.26580819488;0.27547302842;0.20934799314;0.19465468824;0.17937323451;0.12294019759;1530.3751394;256.06688963
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1509;1677;Cell Level (250x250ROI);Nucleus DAB+;269597;0.11244695898;0.52934881916;159.66867044;135.03606789;119.13967468;134;200;66;12.684878124;17.970846274;26.55524404;0.065370454387;0.25383186097;2828;318;1.5635739392;1.4454545455;0.81400282885;0.54277146046;1.4949526112;0.28354102373;0.29513728619;0.21079051495;0.21170687675;0.20171196759;0.15692995489;0.29153493047;0.29154232144;0.22417111695;0.23638299108;0.24201108515;0.16713868082;1542.0470297;211.09971711
image0049;80F637DB-91AF-11E0-AC93-002314783460;24;0;1420;1673;Cell Level (250x250ROI);Nucleus DAB+;282796;0.10245901639;0.54899147019;158.41666667;138.01810109;125.00068306;125;215;90;17.710093934;22.799000259;29.543244206;0.064926105354;0.21093729788;2928;300;1.2553467728;1.3636363636;0.86885245902;0.37002128827;1.386039883;0.26811829209;0.25222557783;0.18476195633;0.221638605;0.2268589586;0.16608814895;0.25801089406;0.24804550409;0.18355296552;0.20170296729;0.17577023804;0.13019298017;1412.4562842;216.58230874
